Date,Time,Temperature,Humidity
22.04.2024,03:00:00,4.4591,60.1389
22.04.2024,03:30:00,4.18803,61.8895
22.04.2024,04:00:00,3.97802,63.3196
22.04.2024,04:30:00,3.35775,66.3889
22.04.2024,05:00:00,3.73871,63.6294
22.04.2024,05:30:00,3.61905,64.0186
22.04.2024,06:00:00,3.14774,65.8089
22.04.2024,06:30:00,3.45788,63.4997
22.04.2024,07:00:00,1.03785,73.4997
22.04.2024,07:30:00,3.05983,63.0098
22.04.2024,08:00:00,3.00855,62.619
22.04.2024,08:30:00,2.29792,67.0696
22.04.2024,09:00:00,2.93773,62.9991
22.04.2024,09:30:00,3.3895,61.6194
22.04.2024,10:00:00,3.61905,60.1389
22.04.2024,10:30:00,3.4188,63.2387
22.04.2024,11:00:00,3.11844,65.4991
22.04.2024,11:30:00,3.42857,67.1093
22.04.2024,12:00:00,3.89988,67.9686
22.04.2024,12:30:00,3.66789,70.4991
22.04.2024,13:00:00,3.71917,69.2796
22.04.2024,13:30:00,3.51893,70.0092
22.04.2024,14:00:00,2.72772,74.1499
22.04.2024,14:30:00,3.35775,71.569
22.04.2024,15:00:00,2.98901,73.6294
22.04.2024,15:30:00,2.84982,75.8288
22.04.2024,16:00:00,2.39805,78.8889
22.04.2024,16:30:00,1.66789,83.0189
22.04.2024,17:00:00,1.93895,82.7991
22.04.2024,17:30:00,2.73993,78.489
22.04.2024,18:00:00,1.94872,83.2891
22.04.2024,18:30:00,1.81929,83.5989
22.04.2024,19:00:00,1.35775,84.6993
22.04.2024,19:30:00,1.78999,83.1899
22.04.2024,20:00:00,1.83883,83.0891
22.04.2024,20:30:00,1.68987,84.0095
22.04.2024,21:00:00,1.8486,83.4799
22.04.2024,21:30:00,1.8779,83.7286
22.04.2024,22:00:00,0.688644,88.9789
22.04.2024,22:30:00,0.139194,90.4899
22.04.2024,23:00:00,-0.210012,94.5192
22.04.2024,23:30:00,0.0781438,92.9487
23.04.2024,00:00:00,0.65934,88.1899
23.04.2024,00:30:00,1.25763,85.0595
23.04.2024,01:00:00,0.70818,87.2787
23.04.2024,01:30:00,-0.300367,91.2698
23.04.2024,02:00:00,0.197802,89.9786
23.04.2024,02:30:00,-1.47009,94.6795
23.04.2024,03:00:00,0.168498,92.0299
23.04.2024,03:30:00,0.129426,90.6899
23.04.2024,04:00:00,-0.131868,91.4499
23.04.2024,04:30:00,-0.131868,92.1688
23.04.2024,05:00:00,1.11844,84.04
23.04.2024,05:30:00,0.319902,88.5195
23.04.2024,06:00:00,-0.351649,93.1288
23.04.2024,06:30:00,0.869353,84.0491
23.04.2024,07:00:00,1.44811,82.8098
23.04.2024,07:30:00,-2.37022e-07,88.5592
23.04.2024,08:00:00,2.66911,77.41
23.04.2024,08:30:00,1.57998,81.5598
23.04.2024,09:00:00,1.93895,78.7393
23.04.2024,09:30:00,0.429792,85.6593
23.04.2024,10:00:00,2.07814,77.4786
23.04.2024,10:30:00,2.12943,76.4194
23.04.2024,11:00:00,0.949939,80.3388
23.04.2024,11:30:00,3.558,69.9588
23.04.2024,12:00:00,4.38828,64.1285
23.04.2024,12:30:00,6.36874,55.6197
23.04.2024,13:00:00,5.98779,57.1688
23.04.2024,13:30:00,9.31868,47.1886
23.04.2024,14:00:00,11.7289,39.8199
23.04.2024,14:30:00,9.95849,45.1099
23.04.2024,15:00:00,10.6081,44.6886
23.04.2024,15:30:00,9.26984,49.4887
23.04.2024,16:00:00,8.4884,50.899
